Channel Name,Channel Type,Rx Frequency,Tx Frequency,Color Code,Timeslot,Contact,Rx Group,Scanlist,RX CTCSS,TX CTCSS,Squelch,Power,Bandwidth,Rx Only,Auto Scan,Tx Admit,TOT,TOT Rekey,Tx Signaling,Rx Signaling,Privacy Group,Emergency System,Unknown3,Unknown5,Unknown13,Unknown14,Uknown15,Unknown30,Unknown31
'2RRW TG3804 QLD,Digital,438.10000,433.10000, 1,2,TG3804 Qld,TG3804,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG3805 SA,Digital,438.10000,433.10000, 1,2,TG3805 SA,TG3805,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RRW TG3806 WA,Digital,438.10000,433.10000, 1,2,TG3806 WA,TG3806,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RRW TG3807 Tas,Digital,438.10000,433.10000, 1,2,TG3807 TAS,TG3807,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RRW TG143 UK,Digital,438.10000,433.10000, 1,1,TG143 DMR+UK,TG143,VK2RRW,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH DMR+ TG8,Digital,438.60000,431.60000, 1,2,TG9 Local,VK BM Mon,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm505001 Lc,Digital,438.60000,431.60000, 1,2,bm505001 Local,TG8,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm505 AU,Digital,438.60000,431.60000, 1,2,TG:505 VK,TG505,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5051 ACT,Digital,438.60000,431.60000, 1,2,bm5051 ACT,bm5051,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5052 NSW,Digital,438.60000,431.60000, 1,2,bm5052 NSW,VK BM Mon,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5053 Vic,Digital,438.60000,431.60000, 1,2,TG:505 VK,TG505,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5054 Qld,Digital,438.60000,431.60000, 1,2,bm5054 QLD,bm5054,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5055 SA,Digital,438.60000,431.60000, 1,2,bm5055 SA,bm5055,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5056 WA,Digital,438.60000,431.60000, 1,2,bm50599 YSF-NXDS,bm50599,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm5057 Tas,Digital,438.60000,431.60000, 1,2,TG9 Local,VK BM Mon,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm50599,Digital,438.60000,431.60000, 1,2,bm50599 YSF-NXDS,VK BM Mon,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RTH bm95 PacRim,Digital,438.60000,431.60000, 1,2,bm95 AU/NZ,bm95,'2RTH bm TwdHd,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RWI TG1 WW Call,Digital,438.60000,433.60000, 1,1,TG1 WW,TG1,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG8 StatWs,Digital,438.60000,433.60000, 1,1,TG8 StateLnkd,TG8,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG8 S2,Digital,438.60000,433.60000, 1,2,TG8 StateLnkd,VK DMR Mon,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG9 s1 Loc,Digital,438.60000,433.60000, 1,1,TG9 Local,TG9,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG13 WWE,Digital,438.60000,433.60000, 1,1,TG13 WWE,TG13,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG113 UA,Digital,438.60000,433.60000, 1,1,TG113 UA Eng 1,TG113,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG123 UA,Digital,438.60000,433.60000, 1,1,TG123 UA Eng 2,TG123,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG133 USA,Digital,438.60000,433.60000, 1,1,TG133 DMR+USA,TG133,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG143 UK,Digital,438.60000,433.60000, 1,1,TG143 DMR+UK,TG143,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG153 SthPc,Digital,438.60000,433.60000, 1,1,TG153 DMR+Sth P,TG153,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG505 AU,Digital,438.60000,433.60000, 1,2,TG:505 VK,TG505,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3801 ACT,Digital,438.60000,433.60000, 1,2,TG3801 ACT,TG3801,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3802 NSW,Digital,438.60000,433.60000, 1,2,TG3802 NSW,TG3802,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3803 Vic,Digital,438.60000,433.60000, 1,2,TG3803 Vic,TG3803,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3804 Qld,Digital,438.60000,433.60000, 1,2,TG3804 Qld,TG3804,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3805 SA,Digital,438.60000,433.60000, 1,2,TG3805 SA,TG3805,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3806 WA,Digital,438.60000,433.60000, 1,2,TG3806 WA,TG3806,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3807 Tas,Digital,438.60000,433.60000, 1,2,TG3807 TAS,TG3807,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RWI TG3809 link,Digital,438.60000,433.60000, 1,2,TG3809 VK9,TG3809,VK2RWI,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'2RYS TG1 WW,Digital,438.10000,431.10000, 1,1,TG1 WW,TG1,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG5 VK Bcst,Digital,438.10000,431.10000, 1,1,TG5 VK Nets,TG5,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG8 S1 LINK,Digital,438.10000,431.10000, 1,1,TG8 StateLnkd,TG8,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG9 S1 LOC,Digital,438.10000,431.10000, 1,1,TG9 Local,TG9,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG9 S2 LOC,Digital,438.10000,431.10000, 1,2,TG9 Local,TG9,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG13 WWE,Digital,438.10000,431.10000, 1,1,TG13 WWE,TG13,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG113 UA,Digital,438.10000,431.10000, 1,1,TG113 UA Eng 1,TG113,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG123 UA,Digital,438.10000,431.10000, 1,1,TG123 UA Eng 2,TG123,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG153 SthPc,Digital,438.10000,431.10000, 1,1,TG153 DMR+Sth P,TG153,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RYS TG143 UK,Digital,438.10000,431.10000, 1,1,TG143 DMR+UK,TG143,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG505 AU +,Digital,438.10000,431.10000, 1,2,TG:505 VK,TG505,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3801 ACT,Digital,438.10000,431.10000, 1,2,TG3801 ACT,TG3801,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3802 NSW,Digital,438.10000,431.10000, 1,2,TG3802 NSW,TG3802,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3803 VIC,Digital,438.10000,431.10000, 1,2,TG3803 Vic,TG3803,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3804 QLD,Digital,438.10000,431.10000, 1,2,TG3804 Qld,TG3804,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3805 SA,Digital,438.10000,431.10000, 1,2,TG3805 SA,TG3805,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RYS TG3806 WA,Digital,438.10000,431.10000, 1,2,TG3806 WA,TG3806,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RYS TG3807 Tas,Digital,438.10000,431.10000, 1,2,TG3807 TAS,TG3807,VK2RGN,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'2RMP DMR+ TG8,Digital,438.72500,433.72500, 1,2,TG8 StateLnkd,TG8,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm91 WW,Digital,438.72500,433.72500, 1,2,bm91 WW,bm91,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm923 EU E,Digital,438.72500,433.72500, 1,2,bm923 EU E,bm923,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm95 PacRim,Digital,438.72500,433.72500, 1,2,bm95 AU/NZ,bm95,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm505 AU,Digital,438.72500,433.72500, 1,2,TG:505 VK,TG505,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm5051 ACT,Digital,438.72500,433.72500, 1,2,bm5051 ACT,bm5051,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm5052 NSW,Digital,438.72500,433.72500, 1,2,bm5052 NSW,bm5052,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm5053 Vic,Digital,438.72500,433.72500, 1,2,bm5053 VIC,bm5053,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm5054 Qld,Digital,438.72500,433.72500, 1,2,TG3804 Qld,bm5054,'2RMP BM,None,None,Normal,Low,12.5KHz,No,Yes, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RMP bm50599,Digital,438.72500,433.72500, 1,2,bm50599 YSF-NXDS,bm50599,'2RMP BM,None,None,Normal,Low,12.5KHz,No,No, 5, 12,0,0,0,0,0, 225, 195, 1,0, 255, 255, 255
'2RCW DRM+ TG8,Digital,439.67500,434.67500, 1,2,TG8 StateLnkd,TG8,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm505001 Lc,Digital,439.67500,434.67500, 1,2,bm505001 Local,VK BM Mon,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm505 AU,Digital,439.67500,434.67500, 1,1,TG:505 VK,VK BM Mon,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm5051 ACT,Digital,439.67500,434.67500, 1,2,bm5051 ACT,bm5051,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm5052 NSW,Digital,439.67500,434.67500, 1,2,bm5052 NSW,VK BM Mon,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm505001,Digital,439.67500,434.67500, 1,1,bm505001 Local,VK BM Mon,'2RCW BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm50599,Digital,439.67500,434.67500, 1,1,bm50599 YSF-NXDS,VK BM Mon,'2RCW BM,None,None,Normal,Low,12.5KHz,No,No,0, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RCW bm95 AU/NZ,Digital,439.67500,434.67500, 1,1,bm95 AU/NZ,bm95,'2RCW BM,None,None,Normal,High,12.5KHz,No,Yes, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm505001 Lc,Digital,439.75000,434.75000, 1,2,bm505001 Local,bm505001,'2RHP BM,None,None,Normal,High,12.5KHz,No,Yes, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP DMR+ TG8,Digital,439.75000,434.75000, 1,1,TG8 StateLnkd,TG8,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm505 AU,Digital,439.75000,434.75000, 1,1,TG:505 VK,TG505,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm5051 ACT,Digital,439.75000,434.75000, 1,2,bm5051 ACT,bm5051,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm5052 NSW,Digital,439.75000,434.75000, 1,2,bm5052 NSW,VK BM Mon,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm505001 Lc,Digital,439.75000,434.75000, 1,1,bm505001 Local,bm505001,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm50599 YSF,Digital,439.75000,434.75000, 1,1,bm50599 YSF-NXDS,bm50599,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'2RHP bm95 AU/NZ,Digital,439.75000,434.75000, 1,2,bm95 AU/NZ,bm95,'2RHP BM,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RBA bm505001 Lc,Digital,439.98750,434.98750, 1,2,bm505001 Local,bm505001,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA DMR+ TG8,Digital,439.98750,434.98750, 1,2,TG8 StateLnkd,TG8,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm91 WW,Digital,439.98750,434.98750, 1,1,bm91 WW,bm91,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm95 AU/NZ,Digital,439.98750,434.98750, 1,1,bm95 AU/NZ,bm95,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm913 WW E,Digital,439.98750,434.98750, 1,1,bm913 WWE,bm913,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm923 EU A,Digital,439.98750,434.98750, 1,1,bm923 EU E,bm923,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm505 AU,Digital,439.98750,434.98750, 1,2,TG:505 VK,TG505,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5051 AU,Digital,439.98750,434.98750, 1,2,bm5051 ACT,bm5051,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5052 NSW,Digital,439.98750,434.98750, 1,2,bm5052 NSW,bm5052,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5053 Vic,Digital,439.98750,434.98750, 1,2,bm5053 VIC,TG3803,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5054 Qld,Digital,439.98750,434.98750, 1,2,bm5054 QLD,TG3804,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5055 SA,Digital,439.98750,434.98750, 1,2,bm5055 SA,TG3805,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RBA bm5057 Tas,Digital,439.98750,434.98750, 1,2,None,VK BM Mon,'3RBA BM,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RGL TG1 WW CALL,Digital,439.50000,434.50000, 1,1,TG1 WW,TG1,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG8 VIC S1,Digital,439.50000,434.50000, 1,1,TG8 StateLnkd,TG8,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG9 S1 Loc,Digital,439.50000,434.50000, 1,1,TG9 Local,TG9,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG13 WWE,Digital,439.50000,434.50000, 1,1,TG13 WWE,TG13,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG113 UA,Digital,439.50000,434.50000, 1,1,TG113 UA Eng 1,TG113,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG123 UA,Digital,439.50000,434.50000, 1,1,TG123 UA Eng 2,TG123,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG153 SthPc,Digital,439.50000,434.50000, 1,1,TG153 DMR+Sth P,TG153,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 36, 12,0,0,0,0,0, 224, 195,0,0, 255, 255, 255
'3RGL TG505 AU,Digital,439.50000,434.50000, 1,2,TG:505 VK,TG505,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3801 ACT,Digital,439.50000,434.50000, 1,2,TG3801 ACT,TG3801,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3802 NSW,Digital,439.50000,434.50000, 1,2,TG3802 NSW,TG3802,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3803 Vic,Digital,439.50000,434.50000, 1,2,TG3803 Vic,TG3803,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3804 Qld,Digital,439.50000,434.50000, 1,2,TG3804 Qld,TG3804,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3805 SA,Digital,439.50000,434.50000, 1,2,TG3805 SA,TG3805,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3806 WA,Digital,439.50000,434.50000, 1,2,TG3806 WA,TG3806,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RGL TG3807 Tas,Digital,439.50000,434.50000, 1,2,TG3807 TAS,TG3807,VK3RGL,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RHD bm505001 Lc,Digital,438.32500,431.32500, 1,2,bm505001 Local,bm505001,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD DMR+ TG8,Digital,438.32500,431.32500, 1,2,TG8 StateLnkd,TG8,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm91 WW,Digital,438.32500,431.32500, 1,1,bm91 WW,bm91,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm95 AU/NZ,Digital,438.32500,431.32500, 1,1,bm95 AU/NZ,bm95,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm913 WW E,Digital,438.32500,431.32500, 1,1,bm913 WWE,bm913,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm923 EU A,Digital,438.32500,431.32500, 1,1,bm923 EU E,bm923,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm505 AU,Digital,438.32500,431.32500, 1,2,TG:505 VK,TG505,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5051 AU,Digital,438.32500,431.32500, 1,2,bm5051 ACT,bm5051,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5052 NSW,Digital,438.32500,431.32500, 1,2,bm5052 NSW,bm5052,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5053 Vic,Digital,438.32500,431.32500, 1,2,bm5053 VIC,TG3803,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5054 Qld,Digital,438.32500,431.32500, 1,2,bm5054 QLD,TG3804,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5055 SA,Digital,438.32500,431.32500, 1,2,bm5055 SA,TG3805,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RHD bm5057 Tas,Digital,438.32500,431.32500, 1,2,None,VK BM Mon,'3RHD bm Horsham,None,None,Normal,High,12.5KHz,No,No, 37, 12,0,0,0,0,0, 225, 195,0,0, 255, 255, 255
'3RMC TG1 WW CALL,Digital,439.37500,434.37500, 1,1,TG1 WW,TG1,VK3RMC,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
'3RMC TG8 S1 LINK,Digital,439.37500,434.37500, 1,1,TG8 StateLnkd,TG8,VK3RMC,None,None,Normal,High,12.5KHz,No,No, 32, 12,0,0,0,0,0, 224, 195,0, 64, 255, 255, 255
