name,mode,rx freq,tx freq,bandwidth,auto scan,squelch mode,lone worker,talk around,rx only,repeater slot,colour code,private call confirmed,data call confirmed,privacy mode,privacy key,emergency alarm ack,compressed udp data header,display ptt id,reverse burst turn off code,qt reverse,vox,gps system,admit criteria,rx rel freq,tx rel freq,tx power,scan list,contact,rx group,emergency system,tx time out,tx time out rekey delay,decode 1,decode 2,decode 3,decode 4,decode 5,decode 6,decode 7,decode 8,tx dtmf,rx dtmf,rx ctcss cdcss,tx ctcss cdcss,tx gps info,rx gps info
28 TG3804 QLD   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,1,0,1,  3,   21,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
28 TG3805 SA    ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  3,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
28 TG3807 Tas   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1,  3,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
28 TG9 REF      ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1,  3,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
29 2RCV Scan    ,2,43991250,43491250,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    1,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0, 1648,65535,1,1
29 TG1 WW       ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    2,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG5 VK Bcast ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    3,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG8 S1 NSW   ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    4,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG9 S1 Loc   ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    5,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG13 WWE     ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,0,  4,    6,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG113 UA Eng1,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,    9,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG123 UA Eng2,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   10,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG153 SP+    ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG505 AU     ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   15,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3800 AU+   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   17,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3801 ACT   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,0,  4,   18,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3802 NSW   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   19,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3803 Vic   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   20,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3804 Qld   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   21,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3805 SA    ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   22,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3806 WA    ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   23,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 TG3807 Tas   ,2,43991250,43491250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   24,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 Rflct Discnct,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   27,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
29 Rpt Status   ,2,43991250,43491250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,1,1,1,  4,   28,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm01 2RHK 1     ,2,43812500,43272500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG9 S1     ,2,43812500,43272500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG505 AU   ,2,43812500,43272500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG5050 AU  ,2,43812500,43272500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG5052 NSW ,2,43812500,43272500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG505001   ,2,43812500,43272500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 YSF-BM X   ,2,43812500,43272500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG9 S2     ,2,43812500,43272500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 17,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 2RHK 2     ,2,43987500,43487500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 TG9 S1     ,2,43987500,43487500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 TG505 AU   ,2,43987500,43487500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 TG5050 AU  ,2,43987500,43487500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 TG5052 NSW ,2,43987500,43487500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm02 TG505001   ,2,43987500,43487500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 YSF-BM X   ,2,43987500,43487500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm01 TG9 S2     ,2,43987500,43487500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 18,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm18 2RMP Scan  ,2,43872500,43372500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,    0,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG9 S1     ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,    5,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG91 WW    ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   39,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG923 EU E ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   41,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG95 PacRim,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   42,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG505 AU   ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   15,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 RG5050 AU  ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   29,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG5052 NSW ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   31,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 TG505001   ,2,43872500,43372500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   38,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm18 YSF-BM X   ,2,43872500,43372500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 1,0,1,1,0, 19,   37,  0,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
bm19 2RCW Scan  ,2,43967500,43467500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG9 S1     ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG505 AU   ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG5050 AU  ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG5052 NSW ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG505001   ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 YSF-BM X   ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,0, 25,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm19 TG9 S2     ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 25,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 2AMV Scan  ,2,43970000,43470000,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG9 S1     ,2,43970000,43470000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG505 AU   ,2,43970000,43470000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG5050 AU  ,2,43970000,43470000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG5052 NSW ,2,43970000,43470000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG505001   ,2,43970000,43470000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 YSF-BM X   ,2,43970000,43470000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 26,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm20 TG9 S2     ,2,43970000,43470000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,0, 26,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 2RGN Scan  ,2,43862500,43362500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 TG9 S1     ,2,43862500,43362500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 TG505 AU   ,2,43862500,43362500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 TG5050 AU  ,2,43862500,43362500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 TG5052 NSW ,2,43862500,43362500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21TG505001    ,2,43862500,43362500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 YSF-BM X   ,2,43862500,43362500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm21 TG9 S2     ,2,43862500,43362500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 15,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22. 2RHP Scan ,2,43975000,43475000,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG9 S1     ,2,43975000,43475000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG505 AU   ,2,43975000,43475000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG5050 AU  ,2,43975000,43475000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG5052 NSW ,2,43975000,43475000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG505001   ,2,43975000,43475000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 YSF-BM X   ,2,43975000,43475000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm22 TG9 S2     ,2,43975000,43475000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 16,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 2RAF Scan  ,2,43992500,43492500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG9 S1     ,2,43992500,43492500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG505 AU   ,2,43992500,43492500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG5050 AU  ,2,43992500,43492500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,0, 13,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG5052 NSW ,2,43992500,43492500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG505001   ,2,43992500,43492500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 YSF-BM X   ,2,43992500,43492500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm23 TG9 S2     ,2,43992500,43492500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 13,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 2RAG Scan  ,2,43832500,43132500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG9 S1     ,2,43832500,43132500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG505 AU   ,2,43832500,43132500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG5050 AU  ,2,43832500,43132500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG5052 NSW ,2,43832500,43132500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG505001   ,2,43832500,43132500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 YSF-BM X   ,2,43832500,43132500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm24 TG9 S2     ,2,43832500,43132500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 14,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 2YHX Scan  ,2,44267500,43567500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG9 S1     ,2,44267500,43567500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,0, 20,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG505 AU   ,2,44267500,43567500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,0, 20,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG5050 AU  ,2,44267500,43567500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG5052 NSW ,2,44267500,43567500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG505001   ,2,44267500,43567500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 YSF-BM X   ,2,44267500,43567500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm25 TG9 S2     ,2,44267500,43567500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 20,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 2GG Scan   ,2,43847500,43147500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26. TG9 S1    ,2,43847500,43147500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 TG505 AU   ,2,43847500,43147500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 TG5050 AU  ,2,43847500,43147500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 TG5052 NSW ,2,43847500,43147500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 TG505001   ,2,43847500,43147500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
